job_id,job_title,category,location,experience_years,required_skills,num_skills,salary_lpa,shortlisted
255,Data Science Engineer,Data Science,Ahmedabad,5.8,"AWS, Java, Node.js, TensorFlow",4,20.78,0
256,Backend Development Engineer,Backend Development,Hyderabad,10.8,"Django, React, MongoDB",3,24.04,0
257,Full Stack Engineer,Full Stack,Pune,12.0,"Python, Django, MongoDB, Pandas",4,24.43,1
258,Backend Development Engineer,Backend Development,Hyderabad,7.9,"React, MongoDB",2,19.07,0
259,Frontend Development Engineer,Frontend Development,Hyderabad,2.0,"Express, Docker",2,12.2,0
260,Backend Development Engineer,Backend Development,Remote,3.7,"Pandas, Java, Node.js, Django, Express, MongoDB",6,15.62,1
261,Data Science Engineer,Data Science,Pune,7.0,"MongoDB, TensorFlow, Node.js",3,17.17,1
262,DevOps Engineer,DevOps,Mumbai,9.9,"Express, Python, React, TensorFlow, Java, MongoDB",6,24.27,1
263,Full Stack Engineer,Full Stack,Mumbai,4.4,"Node.js, Django, Docker, Java, React",5,13.37,1
264,Frontend Development Engineer,Frontend Development,Pune,6.2,"AWS, Java, Docker, Node.js, MongoDB, Python",6,17.6,1
265,Backend Development Engineer,Backend Development,Remote,0.1,"Docker, Express, SQL, Django",4,6.93,0
266,Backend Development Engineer,Backend Development,Remote,8.5,"Node.js, Python, TensorFlow, Django, SQL",5,22.7,0
267,Frontend Development Engineer,Frontend Development,Hyderabad,6.9,"Docker, AWS, Python, SQL",4,18.25,1
268,Full Stack Engineer,Full Stack,Bengaluru,11.3,"Express, TensorFlow, Python, Node.js, MongoDB, React, AWS",7,25.26,1
269,Backend Development Engineer,Backend Development,Mumbai,6.7,"MongoDB, Express",2,17.29,1
270,Frontend Development Engineer,Frontend Development,Mumbai,5.4,"Java, AWS, Python, Express, Pandas, MongoDB, Docker",7,14.85,1
271,Frontend Development Engineer,Frontend Development,Mumbai,7.1,"Pandas, Express, React, MongoDB",4,15.13,1
272,DevOps Engineer,DevOps,Bengaluru,11.7,"SQL, Docker, Python, Django",4,26.6,1
273,Full Stack Engineer,Full Stack,Pune,4.2,"AWS, Node.js, MongoDB, Java, TensorFlow, Django",6,12.77,1
274,Backend Development Engineer,Backend Development,Remote,0.9,"SQL, Python, Pandas, Django, AWS, Docker",6,12.62,0
275,Full Stack Engineer,Full Stack,Remote,2.5,"MongoDB, Python, Java, React, Docker, AWS, Express",7,11.95,1
276,Backend Development Engineer,Backend Development,Hyderabad,6.1,"Node.js, MongoDB, SQL, Docker, Java, Django, AWS",7,20.34,1
277,Backend Development Engineer,Backend Development,Ahmedabad,8.0,"SQL, MongoDB",2,18.12,1
278,Full Stack Engineer,Full Stack,Ahmedabad,8.2,"SQL, MongoDB, Docker, Python, AWS",5,22.75,1
279,Full Stack Engineer,Full Stack,Remote,5.9,"Docker, AWS, Django, Python, Java, SQL, React",7,14.11,1
280,DevOps Engineer,DevOps,Ahmedabad,6.9,"Django, MongoDB, Docker, Pandas, Python, Node.js, Java",7,20.55,0
281,Data Science Engineer,Data Science,Remote,3.0,"React, TensorFlow, Python, Express, Django, Java",6,14.34,1
282,Data Science Engineer,Data Science,Ahmedabad,6.7,"Node.js, Java, SQL, Express, Pandas, MongoDB",6,16.75,0
283,Data Science Engineer,Data Science,Mumbai,8.4,"Java, Node.js, React",3,20.22,1
284,Frontend Development Engineer,Frontend Development,Bengaluru,7.4,"React, Django",2,17.39,0
285,Data Science Engineer,Data Science,Hyderabad,4.0,"MongoDB, Django, Pandas, Java, Node.js",5,,1
286,Frontend Development Engineer,Frontend Development,Pune,7.8,"Node.js, React",2,19.24,0
287,Frontend Development Engineer,Frontend Development,Mumbai,5.0,"Java, SQL",2,14.61,0
288,DevOps Engineer,DevOps,Remote,10.6,"Pandas, React, Docker, Java, TensorFlow",5,22.15,0
289,Frontend Development Engineer,Frontend Development,Remote,10.2,"Pandas, MongoDB, AWS",3,19.14,0
290,DevOps Engineer,DevOps,Pune,5.4,"Java, Pandas, Express",3,15.25,0
291,Frontend Development Engineer,Frontend Development,Bengaluru,0.7,"Python, SQL, React, AWS",4,11.02,0
292,Frontend Development Engineer,Frontend Development,Hyderabad,4.1,"React, Pandas",2,,0
293,Data Science Engineer,Data Science,Pune,2.0,"Docker, Java",2,15.26,1
294,Frontend Development Engineer,Frontend Development,Ahmedabad,4.9,"Docker, Java, AWS",3,15.84,0
295,Full Stack Engineer,Full Stack,Hyderabad,7.4,"React, Python, SQL, Django",4,15.86,1
296,Full Stack Engineer,Full Stack,Hyderabad,0.3,"Express, Node.js",2,9.33,0
297,Frontend Development Engineer,Frontend Development,Mumbai,4.2,"Pandas, Node.js, React, Django, MongoDB, TensorFlow, Express",7,16.06,0
298,DevOps Engineer,DevOps,Hyderabad,4.6,"Node.js, Pandas",2,14.52,0
299,Frontend Development Engineer,Frontend Development,Pune,7.9,"Django, Docker, AWS",3,18.54,0
300,Backend Development Engineer,Backend Development,Mumbai,10.0,"TensorFlow, Express, SQL, Docker, AWS, MongoDB",6,21.83,1
301,Full Stack Engineer,Full Stack,Remote,10.9,"Node.js, Docker, MongoDB, Express, Python",5,24.01,1
302,Data Science Engineer,Data Science,Ahmedabad,3.4,"Python, Docker, React, Express, Node.js, Pandas, TensorFlow",7,16.6,1
303,Backend Development Engineer,Backend Development,Remote,10.1,"Docker, Python, Java",3,19.65,0
304,Frontend Development Engineer,Frontend Development,Pune,4.1,"Pandas, Django, MongoDB, Java, AWS, Express, Node.js",7,10.62,0
305,Frontend Development Engineer,Frontend Development,Hyderabad,11.3,"Docker, TensorFlow, Java",3,20.63,1
306,Data Science Engineer,Data Science,Bengaluru,0.6,"Java, Pandas, Python, Docker",4,12.12,0
307,Full Stack Engineer,Full Stack,Remote,0.4,"Java, AWS, Node.js",3,7.57,0
308,Backend Development Engineer,Backend Development,Mumbai,7.1,"Python, TensorFlow, Java, MongoDB, AWS, Docker",6,16.89,1
309,DevOps Engineer,DevOps,Mumbai,3.8,"React, Pandas, Django, Python, Docker",5,10.58,0
310,Frontend Development Engineer,Frontend Development,Remote,5.8,"SQL, Django, Pandas, Python, Java, Docker, Express",7,14.86,1
311,Backend Development Engineer,Backend Development,Bengaluru,0.7,"Python, AWS, Java, TensorFlow, Docker",5,9.21,0
312,Full Stack Engineer,Full Stack,Remote,8.1,"SQL, Pandas",2,18.26,1
313,Backend Development Engineer,Backend Development,Remote,5.3,"SQL, Python, Django, Node.js, Pandas",5,19.06,0
314,Data Science Engineer,Data Science,Hyderabad,6.0,"SQL, Express, Django, AWS, Node.js, Docker, Java",7,19.31,1
315,Frontend Development Engineer,Frontend Development,Hyderabad,11.9,"Docker, Python",2,23.62,1
316,Full Stack Engineer,Full Stack,Ahmedabad,1.8,"React, MongoDB, Express, Pandas",4,12.47,0
317,Data Science Engineer,Data Science,Pune,7.5,"React, Pandas",2,18.28,1
318,Backend Development Engineer,Backend Development,Pune,7.1,"MongoDB, Pandas, SQL, React, Node.js",5,16.31,1
319,Frontend Development Engineer,Frontend Development,Hyderabad,7.6,"Python, React",2,15.08,0
320,Full Stack Engineer,Full Stack,Ahmedabad,11.9,"SQL, AWS, React, Docker, Django, Pandas, Java",7,24.45,1
321,Full Stack Engineer,Full Stack,Remote,3.9,"React, Django, Express, AWS",4,13.03,1
322,Full Stack Engineer,Full Stack,Bengaluru,7.7,"Django, TensorFlow, Pandas, SQL",4,21.11,1
323,Backend Development Engineer,Backend Development,Pune,7.3,"AWS, Django, SQL, MongoDB, React",5,20.09,1
324,Frontend Development Engineer,Frontend Development,Pune,10.7,"React, SQL, TensorFlow, Pandas",4,23.53,0
325,DevOps Engineer,DevOps,Pune,6.9,"TensorFlow, Python, MongoDB, Django, AWS",5,18.28,0
326,DevOps Engineer,DevOps,Remote,9.6,"MongoDB, Python, AWS, SQL",4,23.09,1
327,Frontend Development Engineer,Frontend Development,Remote,7.0,"Express, MongoDB, Python, TensorFlow, Node.js, Pandas, React",7,20.28,1
328,Frontend Development Engineer,Frontend Development,Bengaluru,10.9,"Django, Java, Python, Node.js, Pandas",5,21.4,1
329,Full Stack Engineer,Full Stack,Bengaluru,8.1,"Express, TensorFlow, React, Node.js",4,,1
330,Frontend Development Engineer,Frontend Development,Pune,0.9,"Pandas, Express, Django, AWS, Docker, SQL, TensorFlow",7,8.91,1
331,Full Stack Engineer,Full Stack,Ahmedabad,4.8,"Node.js, React",2,13.28,0
332,Full Stack Engineer,Full Stack,Ahmedabad,2.0,"MongoDB, React",2,9.62,0
333,Full Stack Engineer,Full Stack,Remote,1.0,"TensorFlow, Pandas, AWS, Java",4,9.46,0
334,Backend Development Engineer,Backend Development,Hyderabad,7.6,"SQL, Java, Docker, React, Python, Express, TensorFlow",7,20.52,0
335,Frontend Development Engineer,Frontend Development,Ahmedabad,6.2,"SQL, TensorFlow, Docker, Pandas, React, Node.js, Java",7,13.96,1
336,Backend Development Engineer,Backend Development,Bengaluru,7.7,"TensorFlow, MongoDB, Python, Docker, Node.js, AWS",6,18.77,1
337,Frontend Development Engineer,Frontend Development,Ahmedabad,9.9,"MongoDB, Express, React",3,20.85,1
338,Full Stack Engineer,Full Stack,Pune,5.0,"Node.js, AWS, React, Docker",4,14.71,1
339,DevOps Engineer,DevOps,Hyderabad,0.1,"Django, TensorFlow, Docker, Python",4,9.76,0
340,DevOps Engineer,DevOps,Bengaluru,0.3,"Node.js, Java, AWS, Python, Django, SQL",6,,0
341,Frontend Development Engineer,Frontend Development,Pune,7.1,"Pandas, React",2,17.69,1
342,Data Science Engineer,Data Science,Mumbai,1.7,"Pandas, Java, SQL, MongoDB, Node.js, Python",6,13.69,1
343,DevOps Engineer,DevOps,Ahmedabad,2.8,"Python, Docker",2,,0
344,Frontend Development Engineer,Frontend Development,Remote,10.1,"Java, Node.js, MongoDB, Django, Docker, Pandas",6,20.37,1
345,Full Stack Engineer,Full Stack,Mumbai,9.6,"Java, Node.js, SQL, TensorFlow, Docker, Express",6,22.63,1
346,Frontend Development Engineer,Frontend Development,Pune,4.8,"React, AWS, Node.js, Express, Python, Java, Django",7,14.74,1
347,DevOps Engineer,DevOps,Pune,7.1,"Docker, Python",2,19.84,0
348,Full Stack Engineer,Full Stack,Ahmedabad,8.4,"Node.js, TensorFlow, SQL, React",4,20.26,1
349,Backend Development Engineer,Backend Development,Ahmedabad,3.5,"Pandas, Python, TensorFlow",3,11.41,0
350,Backend Development Engineer,Backend Development,Bengaluru,8.6,"SQL, Pandas, Docker, Django, Express",5,21.71,0
351,Frontend Development Engineer,Frontend Development,Ahmedabad,7.3,"SQL, Docker, TensorFlow, MongoDB, Pandas, Node.js, Django",7,15.96,1
352,Data Science Engineer,Data Science,Bengaluru,1.0,"SQL, Docker, Pandas",3,9.83,0
353,Data Science Engineer,Data Science,Hyderabad,0.2,"React, TensorFlow, Java, Python",4,9.61,1
354,Data Science Engineer,Data Science,Ahmedabad,10.6,"AWS, Pandas, Python, SQL, Node.js, TensorFlow, Django",7,26.75,1
355,Full Stack Engineer,Full Stack,Ahmedabad,6.1,"React, Python, Node.js, Django, SQL, MongoDB, AWS",7,19.37,1
356,Backend Development Engineer,Backend Development,Pune,3.9,"Python, TensorFlow",2,14.81,0
357,Frontend Development Engineer,Frontend Development,,4.8,"SQL, Docker, Django, MongoDB, Java",5,14.05,0
358,Frontend Development Engineer,Frontend Development,Ahmedabad,9.5,"MongoDB, Pandas, SQL, Python, Express, Docker, AWS",7,21.62,1
359,Full Stack Engineer,Full Stack,Hyderabad,1.8,"TensorFlow, MongoDB, Node.js",3,11.02,0
360,DevOps Engineer,DevOps,Mumbai,8.2,"Django, Pandas, Express, MongoDB, Python, AWS, SQL",7,22.29,1
361,DevOps Engineer,DevOps,Bengaluru,0.6,"TensorFlow, AWS, Django, MongoDB",4,11.28,0
362,Data Science Engineer,Data Science,Ahmedabad,3.7,"Python, Docker",2,13.44,0
363,Backend Development Engineer,Backend Development,Ahmedabad,4.9,"Express, Docker, AWS, Python, MongoDB, React, TensorFlow",7,16.81,1
364,Full Stack Engineer,Full Stack,Pune,6.3,"AWS, React, Node.js, Docker, Python, TensorFlow",6,17.82,1
365,Data Science Engineer,Data Science,Bengaluru,7.1,"Pandas, TensorFlow, Python, Java, Express, Django",6,20.93,1
366,Data Science Engineer,Data Science,Pune,11.9,"AWS, Docker, SQL, Pandas, Django, TensorFlow",6,25.8,1
367,Frontend Development Engineer,Frontend Development,Pune,0.8,"SQL, Express, React",3,10.42,0
368,Data Science Engineer,Data Science,Ahmedabad,9.0,"Node.js, React, AWS, Java, TensorFlow",5,24.14,1
369,Data Science Engineer,Data Science,Hyderabad,10.3,"Python, Express, MongoDB, TensorFlow, SQL, Docker, Pandas",7,25.53,1
370,Full Stack Engineer,Full Stack,Bengaluru,10.4,"Python, Django, Pandas, Java, Node.js, SQL",6,21.41,1
371,Data Science Engineer,Data Science,Hyderabad,3.5,"MongoDB, AWS, Java, Express",4,13.57,0
372,Data Science Engineer,Data Science,Remote,10.1,"AWS, MongoDB, Docker, SQL, Express, Django, Node.js",7,24.79,1
373,DevOps Engineer,DevOps,Remote,10.3,"Pandas, AWS, Java, MongoDB, Express",5,,1
374,Backend Development Engineer,Backend Development,Bengaluru,4.5,"Java, Docker, SQL, Express, Node.js",5,13.36,0
375,DevOps Engineer,DevOps,Remote,4.8,"Docker, AWS, TensorFlow, React",4,15.24,0
376,Data Science Engineer,Data Science,Pune,8.5,"Node.js, Docker, React",3,20.68,1
377,Data Science Engineer,Data Science,Hyderabad,6.4,"React, TensorFlow, Docker, Java",4,19.37,0
378,Full Stack Engineer,Full Stack,Mumbai,6.6,"MongoDB, SQL, Docker, Node.js, Express",5,17.35,1
379,Frontend Development Engineer,Frontend Development,Bengaluru,9.6,"TensorFlow, MongoDB, React",3,17.59,1
380,Data Science Engineer,Data Science,Bengaluru,1.0,"Express, React, SQL, Node.js, Pandas, Django, AWS",7,11.93,1
381,Backend Development Engineer,Backend Development,Remote,11.6,"Node.js, React, SQL",3,22.91,1
382,Data Science Engineer,Data Science,Pune,10.7,"Docker, SQL, MongoDB, Python, AWS, React",6,23.01,1
383,Frontend Development Engineer,Frontend Development,Bengaluru,1.0,"SQL, Node.js, Pandas",3,7.6,0
384,Frontend Development Engineer,Frontend Development,Mumbai,5.2,"Java, Django, Python",3,13.41,0
385,Backend Development Engineer,Backend Development,Hyderabad,7.0,"Docker, Python, AWS, MongoDB, TensorFlow",5,17.99,0
386,Frontend Development Engineer,Frontend Development,Mumbai,11.6,"SQL, React, Pandas, MongoDB, Express, TensorFlow",6,21.93,1
387,Full Stack Engineer,Full Stack,Pune,5.1,"TensorFlow, MongoDB, React",3,18.19,1
388,Full Stack Engineer,Full Stack,Pune,5.0,"MongoDB, Python, Express, TensorFlow",4,15.96,0
389,Frontend Development Engineer,Frontend Development,Ahmedabad,4.1,"Node.js, Express, Python, Django",4,16.21,0
390,DevOps Engineer,DevOps,Mumbai,3.4,"Python, Pandas, Node.js",3,12.2,0
391,Backend Development Engineer,Backend Development,Ahmedabad,0.6,"SQL, Express, MongoDB",3,9.5,0
392,DevOps Engineer,DevOps,Remote,1.5,"Docker, Node.js, Java, Pandas, Express",5,16.68,0
393,Frontend Development Engineer,Frontend Development,Mumbai,1.6,"Pandas, React, SQL, Python, Express",5,11.21,0
394,Full Stack Engineer,Full Stack,Hyderabad,4.2,"Java, React, AWS, Node.js, MongoDB",5,17.43,1
395,Frontend Development Engineer,Frontend Development,Remote,1.0,"AWS, Node.js, Java, Django, React, Python",6,8.63,0
396,Data Science Engineer,Data Science,Bengaluru,9.2,"TensorFlow, Docker, Java",3,21.44,1
397,Data Science Engineer,Data Science,Remote,4.7,"Docker, Node.js, Python, TensorFlow, MongoDB",5,18.17,1
398,DevOps Engineer,DevOps,Hyderabad,8.4,"Express, Node.js, Python, TensorFlow, Pandas",5,20.89,0
399,Data Science Engineer,Data Science,Remote,6.6,"Python, MongoDB, Express",3,,1
400,Full Stack Engineer,Full Stack,Ahmedabad,1.0,"Django, MongoDB, React, Python, Express, SQL",6,12.32,1
